BCI-AV#,Blissymbol,English,Derivation - explanation,POS,Swedish,Derivation - explanation svenska ,Norwegian,Derivation - explanation Norwegian ,Finnish,Hungarian,German,Dutch,Afrikaans,Russian,Icelandic,Lithuanian,Latvian,Polish,French,Spanish,Portugese,Italian,Danish,WinBliss,
25039,,"curiosity,curiousness,inquisitiveness,wonder",(wish + knowledge),YELLOW,"frågvishet, vetgirighet",(wish + knowledge),"nygjerrighet, vitebegjær",,"uteliaisuus, tiedonhakuisuus",,"Neugier, Wissbegier",nieuwsgierigheid,nuuskierigheid,любопытсвто,forvitni,,"izbrīns, ziņkārība, ziņkārīgums, zinātkāre",,,curiosidad,,,,J#1#1#0#0#8#11#9##0#4*&A#1#1#0#3#8#14#9##0#4*&J#1#1#0#10#8#43#9##0#4*&O#1#3#0#10#12#43#13##0#4*%£,
25040,,"curious,inquisitive",(curiosity + description indicator),GREEN,"nyfiken (positiv), frågvis, vetgirig",(curiosity + description indicator),"nysgjerrig, vitebegjærlig",,"utelias, tiedonhakuinen",,"neugierig, wissbegierig",nieuwsgierig (bijv.nw),nuuskierige,любопытный,forvitin,,"ziņkārīgs,izbrīnīts, ieinteresēts",,,curioso,curioso,curioso,nysgerrig,J#1#1#0#0#8#11#9##0#4*&A#1#1#0#3#8#14#9##0#4*&V#5#3#0#3#4#14#5##0#4*&J#1#1#0#10#8#43#9##0#4*&O#1#3#0#10#12#43#13##0#4*%£,
25041,,cushion,"(enclosure + imprint,depression: where imprint,depression represents soft [contraction])",YELLOW,"kudde, dyna","(enclosure + imprint,depression: where imprint,depression represents soft [contraction])","pute, dyne",,tyyny,,"Kissen, Sofakissen",kussen (zelfst.nw),kussing,подушка,púði,,spilvens,,,almohadilla,,cuscino,,L#1#1#0#0#8#29#9##0#4*&J#1#3#0#10#12#43#13##0#4*&W#2#2#0#10#12#43#13##0#4*&W#2#2#0#18#12#51#13##0#4*%£,
25042,,cushion_(seat),(cushion + seat),YELLOW,sittdyna,(cushion + seat),sittepute,,istuintyyny,,Sitzkissen,zitkussen,kussing (vir `n sitplek),подушка для сиденья,púði (sæti),,spilvens (krēsla),,,almohadilla (asiento),,cuscino,,L#1#1#0#0#8#29#9##0#4*&J#1#3#0#10#12#43#13##0#4*&W#2#2#0#10#12#43#13##0#4*&W#2#2#0#18#12#51#13##0#4*&W#2#1#0#20#12#47#13##0#4*&W#2#2#0#20#8#47#9##0#4*&W#2#2#0#24#12#51#13##0#4*%£,
25043,,Czech_Republic,(country + beer),YELLOW,Tjeckien,(country + beer),Tsjekkia,,"Tsekin tasavalta, Tsekki",,Tschechien,Tsjechië ,Tsjeggiese Republiek,Чешская республика,Tékkland,,Čehijas Republika,,,República Checa,República Checa,Repubblica Ceca,,W#4#1#0#0#16#31#17##0#4*&L#2#1#0#4#8#35#9##0#4*&W#2#2#0#4#12#35#13##0#4*&R#1#3#0#10#8#43#9##0#4*&W#4#1#0#10#16#43#17##0#4*&W#2#2#0#14#12#47#13##0#4*&F#1#1#0#20#8#53#9##0#4*&H#2#1#0#20#10#53#11##0#4*%£,
25044,,"deflate,let_out_air-(to)","(out_of,exit_(forward) + air + action indicator) Air can be replaced by an appropriate specifier.",RED,"läcka (luft), släppa ut luft","(out_of,exit_(forward) + air + action indicator)  Air can be replaced by an appropriate specifier.","lekke luft, slippe ut luft",,tyhjentyä ilmasta,,"entleeren, abblasen","ontluchten, lucht uitlaten",afblaas (om te),"спускать, выпускать вохздух",lofttæma,,"izpūst, izlaist gaisu",,,desinflar,,,,L#1#1#0#0#8#27#9##0#4*&V#5#1#0#3#4#30#5##0#4*&F#1#2#0#4#10#31#11##0#4*&W#4#1#0#14#8#45#9##0#4*&V#7#4#0#18#8#49#9##0#4*%£,
25045,,"detective,investigator","(person + wakefulness,alertness + information: where wakefulness represents search-(to) [contraction])",BLUE,detektiv,"(person + wakefulness,alertness + information: where wakefulness represents search-(to) [contraction])",detektiv,,"etsivä, salapoliisi",,"Detektiv, Ermittler, Ermittlerin",detective,"speurder, ondersoeker","детектив, сыщик",rannsóknarlögreglumaður,,"izmeklētājs, detektīvs",,,"detective, investigador",,,,S#1#1#0#0#8#5#9##0#4*&N#1#3#0#6#8#31#9##0#4*&H#2#1#0#8#10#33#11##0#4*&Q#1#1#0#10#12#35#13##0#4*&J#1#1#0#16#8#41#9##0#4*&F#1#1#0#18#8#43#9##0#4*%£,
25046,,"diaphragm,midriff",(muscle + middle),YELLOW,"diafragma, mellangärde",(muscle + middle),"diafragma, mellomgolvet",,pallea,,"Diaphragma, Zwerchfell","middenrif, diafragma","diafragma, middellyf",диафрагма,brjóstkassi (vöðvi),,diafragma,,,diafragma,diafragma,diaframma,,K#1#1#0#0#10#47#11##0#4*&W#2#1#0#0#12#47#13##0#4*&W#2#2#0#0#8#47#9##0#4*&L#1#1#0#6#8#41#9##0#4*&R#2#3#0#8#10#43#11##0#4*%£,
25047,,"disinfectant,antiseptic","(chemical product + bath,washing + medical)",YELLOW,"desinfektionsmedel, tvättsprit (etc)","(chemical product + bath,washing + medical)",desinfeksjonsmiddel,,"antiseptinen aine, desifiointiaine",,Antiseptikum,"ontsmettingszeep, desinfecteermiddel, desinfectans","ontsmettingsmiddel, disinfektant, antiseptiese",дезинфицирующее средство,sótthreinsir,,"dezinfekcijas līdzeklis, antiseptiķis",,,"desinfectante,antiséptico",,antisettico,,W#8#2#0#0#8#25#9##0#4*&L#2#1#0#6#12#31#13##0#4*&W#2#2#0#8#8#33#9##0#4*&A#1#2#0#12#11#43#12##0#4*&J#1#3#0#12#12#43#13##0#4*&A#1#3#0#22#8#53#9##0#4*&W#4#2#0#23#8#54#9##0#4*%£,
25048,,drill,(tool + rotation + through),YELLOW,borr,(tool + rotation + through),"bor, drill",,pora,,Handbohrmaschine,boor (kop),boor,дрель,bor,,urbis,,,perforadora,broca e braço para furar,trapano a mano,el-boremaskine,V#9#3#0#0#8#13#9##0#4*&L#2#1#0#2#10#15#11##0#4*&R#2#1#0#8#12#41#13##0#4*&K#2#4#0#10#12#43#13##0#4*&J#1#2#0#14#8#47#9##0#4*&F#1#2#0#20#10#53#11##0#4*&W#4#2#0#24#8#57#9##0#4*%£,
25049,,drilling_rig_(gas),(machine + rotation + gas),YELLOW,borrigg (för gas),(machine + rotation + gas),borerigg (for gass),,kaasunporaustorni,,Bohrturm (nach Gas),boormachine (gas),boormasjien (gas),буровая установка (газ),gaspallur,,urbšanas ierīce (gāzei),,,plataforma de perforación (gas),,,,H#3#1#0#0#8#11#9##0#4*&G#1#1#0#2#12#13#13##0#4*&R#2#1#0#10#12#43#13##0#4*&K#2#4#0#12#12#45#13##0#4*&J#1#2#0#16#8#49#9##0#4*&F#1#1#0#22#8#43#9##0#4*&H#2#1#0#22#10#43#11##0#4*%£,
25050,,drilling_rig_(oil),(machine + rotation + oil),YELLOW,borrigg (för olja),(machine + rotation + oil),borerigg (for olje),,öljynporaustorni,,Bohrturm (nach Öl),boormachine (olie),boormasjien (olie),буровая установка (нефть),olíupallur,,urbjtornis (naftas),,,plataforma de perforación (petróleo),,,,H#3#1#0#0#8#11#9##0#4*&G#1#1#0#2#12#13#13##0#4*&R#2#1#0#10#12#43#13##0#4*&K#2#4#0#12#12#45#13##0#4*&J#1#2#0#16#8#49#9##0#4*&A#1#2#0#22#11#53#12##0#4*&A#1#2#0#22#15#53#16##0#4*%£,
25051,,drilling_rig_(water),(machine + rotation + water),YELLOW,borrigg (för vatten),(machine + rotation + water),borerigg (for vann),,vedenporaustorni,,Bohrturm (nach Wasser),boormachine (water),boormasjien (water),буровая установка (вода),vatnsborpallur,,urbjtornis (ūdens),,,plataforma de perforación (agua),,,,H#3#1#0#0#8#11#9##0#4*&G#1#1#0#2#12#13#13##0#4*&R#2#1#0#10#12#43#13##0#4*&K#2#4#0#12#12#45#13##0#4*&J#1#2#0#16#8#49#9##0#4*&A#1#2#0#22#11#43#12##0#4*%£,
25052,,"each_other,one_another",(person + back and forth + person),WHITE,varandra,(person + back and forth + person),hverandre,,toisiaan,,einander,ieder,"ander een, elke een",друг с другом,hvert annað,,"viens otrs, katrs nākošais, viens aiz otra",,,"mutuamente, el uno al otro",,,,S#1#1#0#0#8#21#9##0#4*&F#1#2#0#6#10#27#11##0#4*&F#1#4#0#6#14#27#15##0#4*&S#1#1#0#16#8#37#9##0#4*%£,
25053,,encourage-(to),(encouragement + action indicator),RED,uppmuntra,(encouragement + action indicator),oppmuntre,,"yllyttää, rohkaista",,"ermutigen, bestärken, unterstützen, fördern, helfen","moed geven, bemoedigen",aanmoedig (om te),подбадривать,hvetja (SO),,iedrošināt,,,alentar,encorajar,incoraggiare,,J#1#3#0#0#12#19#13##0#4*&F#1#1#0#2#8#21#9##0#4*&V#5#1#0#3#4#22#5##0#4*&B#1#1#0#10#8#25#9##0#4*&K#1#1#0#20#10#27#11##0#4*&W#2#1#0#20#12#27#13##0#4*&W#2#2#0#20#8#27#9##0#4*&W#4#2#0#24#8#31#9##0#4*%£,
25054,,encouragement,(to give + courage),YELLOW,uppmuntran,(to give + courage),oppmuntring,,"yllytys, rohkaiseminen",,"Ermutigung, Aufmunterung","bemoediging, aanmoediging",aanmoediging,подбадривание,hvatning,,iedrošinājums,,,aliento,,,,J#1#3#0#0#12#19#13##0#4*&F#1#1#0#2#8#21#9##0#4*&B#1#1#0#10#8#25#9##0#4*&K#1#1#0#20#10#27#11##0#4*&W#2#1#0#20#12#27#13##0#4*&W#2#2#0#20#8#27#9##0#4*&W#4#2#0#24#8#31#9##0#4*%£,
25055,,escape,"(out_of,exit_(forward) + intensity)",YELLOW,flykt,"(out_of,exit_(forward) + intensity)",flukt,,"pako, pakeneminen",,"Flucht, Entkommen","ontsnapping, vlucht (ontsnapping)",ontsnapping,"побег,бегство",komast í burtu,,"bēgšana, izbēgšana",,,escape,,,,L#1#1#0#0#8#27#9##0#4*&F#1#2#0#4#10#31#11##0#4*&Y#22#1#0#14#10#45#11##0#4*%£,
25056,,escape-(to),(escape + action indicator),RED,fly ,(escape + action indicator),flykte,,paeta,,"ausbrechen, fliehen, entfliehen",ontsnappen,ontsnap (om te),"бежать, сбегать, убегать",sleppa (SO),,"aizbēgt, izbēgt",,,escapar,evadir-se (fugir),"evadere, scappare",(at) undslippe,L#1#1#0#0#8#27#9##0#4*&V#5#1#0#3#4#30#5##0#4*&F#1#2#0#4#10#31#11##0#4*&Y#22#1#0#14#10#45#11##0#4*%£,
25057,,"espionage,spying",(to search + secret + information),YELLOW,spionage,(to search + secret + information),spionasje,,"vakoilu, vakoileminen",,"Spionage, Bespitzelung",spionage,"spioenasie, spioenerend",шпионаж,njósna,,spiegošana,,,espionaje,,,,N#1#3#0#0#8#23#9##0#4*&H#2#1#0#2#10#25#11##0#4*&Q#1#1#0#4#12#27#13##0#4*&Y#22#1#0#10#10#33#11##0#4*&Y#22#1#0#12#10#35#11##0#4*&L#1#1#0#14#8#43#9##0#4*&H#2#1#0#16#10#45#11##0#4*&J#1#1#0#24#8#49#9##0#4*&F#1#1#0#26#8#51#9##0#4*%£,
25058,,explore-(to),(exploration + action indicator),RED,"utforska, upptäcka",(exploration + action indicator),"utforske, oppdage",,tehdä tutkimusmatka,,"untersuchen, erforschen","verkennen, ontdekken",verken (om te),исследовать,"kanna, rannsaka (SO)",,izpētīt,,,explorar,,,,N#1#3#0#0#8#43#9##0#4*&H#2#1#0#2#10#45#11##0#4*&V#5#1#0#3#4#34#5##0#4*&Q#1#1#0#4#12#47#13##0#4*&H#3#1#0#10#8#53#9##0#4*&F#1#2#0#14#10#57#11##0#4*&W#4#2#0#14#8#57#9##0#4*%£,
25059,,"explorer,enquirer",(person + explore),BLUE,upptäcktsresande (etc),(person + explore),"oppdager, utforsker ",,tutkimusmatkailija,,"Erforscher, Erforscherin","verkenner, ontdekker","ontdekkingsreisiger, verkenner",исследователь,landkönnuður,,pētnieks,,,explorador,,,,S#1#1#0#0#8#19#9##0#4*&N#1#3#0#6#8#43#9##0#4*&H#2#1#0#8#10#45#11##0#4*&Q#1#1#0#10#12#47#13##0#4*&H#3#1#0#16#8#53#9##0#4*&F#1#2#0#20#10#57#11##0#4*&W#4#2#0#20#8#57#9##0#4*%£,
25060,,"fart,wind","(gas + buttocks,bottom,bum,rear,ass)",YELLOW,"fis, fjärt, prutt","(gas + buttocks,bottom,bum,rear,ass)","fis, fjert, promp, tarmgass",,"pieru, ilmavaivat",,Furz,"windje (gas darmen), scheet","wind, poep","газоиспускание, метеоризм",prump,,"laist gāzes, gāzes, pirdiens, pirst",,,"pedo, flatulencia",peido,"peto, scoreggia",,F#1#1#0#0#8#27#9##0#4*&H#2#1#0#0#10#27#11##0#4*&R#2#2#0#6#10#32#11##0#4*&W#2#1#0#9#16#35#17##0#4*&W#4#2#0#9#8#35#9##0#4*%£,
25061,,"fatal,lethal",(to cause + death + description indicator),GREEN,dödande,(to cause + death + description indicator),"dødelig, drepende",,"kuolettava, tappava",,tödlich,"dodelijk, fataal","noodlottige, fataal, dodelike","смертельный, летальный",dauðlegt,,"liktenīgs, fatāls, nāvīgs, letāls",,,"fatal, letal",,,,R#1#2#0#0#8#31#9##0#4*&W#4#2#0#0#8#31#15##0#4*&V#5#3#0#1#4#32#5##0#4*&H#3#1#0#6#8#37#9##0#4*&W#8#2#0#6#8#37#17##0#4*&W#4#2#0#10#8#41#17##0#4*%£,
25062,,"fossil_fuel,coal_(etc)",(fuel + plant + passed time),YELLOW,"fossilt bränsle, kol (etc)",(fuel + plant + passed time),"fossil  brensel, kull",,"fossiilinen polttoaine, hiili",,"fossiler Brennstoff, Kohle","fossiele brandstof, kolen (brandstof)","fossielbrandstof, steenkool","ископаемое топливо, уголь",jarðefnaeldsneyti,,"derīgie izrakteņi, nafta, ogles",,,"combustibles fósiles, carbón",carvão de pedra,carbone,kul,V#7#3#0#0#10#21#11##0#4*&H#3#1#0#4#8#25#9##0#4*&L#1#1#0#4#8#25#9##0#4*&V#7#1#0#8#10#29#11##0#4*&H#2#1#0#18#8#39#9##0#4*&K#2#1#0#20#12#41#13##0#4*&W#2#2#0#20#12#41#13##0#4*&K#3#2#0#26#8#51#9##0#4*%£,
25063,,France,(country + champagne),YELLOW,Frankrike,(country + champagne),Frankrike,,Ranska,,Frankreich,Frankrijk,Frankryk,Франция,Frakkland,,Francija,,,Francia,França,Francia,Frankrig,W#4#1#0#0#16#31#17##0#4*&L#2#1#0#4#8#35#9##0#4*&W#2#2#0#4#12#35#13##0#4*&H#2#1#0#10#10#43#11##0#4*&H#2#1#0#12#14#45#15##0#4*&H#2#1#0#14#10#47#11##0#4*&K#2#1#0#14#8#47#9##0#4*&F#1#1#0#20#8#53#7##0#4*&H#2#1#0#20#10#53#11##0#4*&Y#22#1#0#26#10#49#11##0#4*%£,
25064,,Friday_(day5),(day + 5 + five_(index_number): small 5 of ISO standard) SYMBOL SYNONYM (replacing 14400),YELLOW,fredag (dag 5),(day + 5 + five_(index_number): small 5 of ISO standard)  SYMBOL SYNONYM (replacing 14400),fredag (dag 5),,perjantai (päivä viisi),,Freitag (Tag 5),vrijdag (dag 5),Vrydag (dag 5),пятница (день 5),föstudagur (dagur 5),,piektdiena (5.diena),,,Viernes (día 5),sexta-feira,venerdì,"lørdag, fredag",H#3#1#0#0#8#27#9##0#4*&W#4#1#0#0#16#27#17##0#4*&Y#6#1#0#10#12#41#13##0#4*&Y#16#1#0#14#14#45#15##0#4*%£,
25065,,Friday_(day6),(day + 6 + five_(index_number): small 5 of ISO standard) SYMBOL SYNONYM (replacing 14400),YELLOW,fredag (dag 6),(day + 6 + five_(index_number): small 5 of ISO standard)  SYMBOL SYNONYM (replacing 14400),fredag (dag 6),,perjantai (päivä kuusi),,Freitag (Tag 6),vrijdag (dag 6),Vrydag (dag 6),пятница (день 6),föstudagur (dagur 6),,piektdiena (6.diena),,,Viernes (día 6),sexta-feira,venerdì,"lørdag, fredag",H#3#1#0#0#8#61#9##0#4*&W#4#1#0#0#16#61#17##0#4*&Y#7#1#0#10#12#41#13##0#4*&Y#16#1#0#14#14#45#15##0#4*%£,
25066,,Friday_(day7),(day + 7 + five_(index_number): small 5 of ISO standard) SYMBOL SYNONYM (replacing 14400),YELLOW,fredag (dag 7),(day + 7 + five_(index_number): small 5 of ISO standard)  SYMBOL SYNONYM (replacing 14400),fredag (dag 7),,perjantai (päivä seitsemän),,Freitag (Tag 7),vrijdag (dag 7),Vrydag (dag 7),пятница (день 7),föstudagur (dagur 7),,piektdiena (7.diena),,,Viernes (día 7),sexta-feira,venerdì,"lørdag, fredag",H#3#1#0#0#8#11#9##0#4*&W#4#1#0#0#16#11#17##0#4*&Y#8#1#0#10#12#41#13##0#4*&Y#16#1#0#14#14#45#15##0#4*%£,
25067,,gas_(fuel),(fuel + gas),YELLOW,gas (bränsle),(fuel + gas),gass (brensel),,polttoaine,,Heizgas,gas (brandstof),gas (brandstof),газ (топливо),gas (eldsneyti),,gāze (kurināmais),,,combustible,gás,,"luftart, benzinstation",V#7#3#0#0#10#21#11##0#4*&H#3#1#0#4#8#25#9##0#4*&L#1#1#0#4#8#25#9##0#4*&V#7#1#0#8#10#29#11##0#4*&F#1#1#0#18#8#43#9##0#4*&H#2#1#0#18#10#43#11##0#4*%£,
25068,,gas_(fuel_from_biomass),(fuel + gas + plant),YELLOW,biogas,(fuel + gas + plant),biogass,,biopolttoaine,,Biogas,gas (brandstof van biomassa),gas (brandstof van biomassa),биогаз,gas (jarðeldsneyti),,gāze (biomasas degviela),,,biogas,gás,,"luftart, benzinstation",V#7#3#0#0#10#21#11##0#4*&H#3#1#0#4#8#25#9##0#4*&L#1#1#0#4#8#25#9##0#4*&V#7#1#0#8#10#29#11##0#4*&F#1#1#0#18#8#43#9##0#4*&H#2#1#0#18#10#43#11##0#4*&H#2#1#0#24#8#49#9##0#4*&K#2#1#0#26#12#51#13##0#4*&W#2#2#0#26#12#51#13##0#4*%£,
25069,,geothermal_energy,(energy + ground),YELLOW,geotermisk energi,(energy + ground),geotermisk  energi,,geoterminen energia,,Erdwärmeenergie,geothermische energie,geotermiese energie,геотермальная энегрия,jarðvarmaorka,,ģeotermālā enerģija,,,energía geotérmica,,,,V#7#3#0#0#10#21#11##0#4*&H#3#1#0#4#8#25#9##0#4*&V#7#1#0#8#10#29#11##0#4*&W#4#1#0#18#16#41#17##0#4*%£,
25070,,"gravity,gravitation","(thing + down [modification, short arrow]) - Character (superimposed - modified)",YELLOW,"tyngdkraft, gravitation","(thing + down [modification, short arrow])  - Character (superimposed - modified)","tyngdekraft, gravitasjon",,painovoima,,"Anziehungskraft, Gravitation",zwaartekracht,"swaartekrag, aantrekkingskrag",гравитация,þyngdarafl,,"gravitācija, zemes pievilkšanas spēks",,,gravedad,gravidade,gravità,,L#2#1#0#0#10#7#11##0#4*&R#2#3#0#0#16#35#17##0#4*&W#2#2#0#2#14#37#15##0#4*%£,
25071,,Greece,"(country + five_(digit),5 + ring: The Olympics [contraction])",YELLOW,Grekland,"(country + five_(digit),5 + ring: The Olympics [contraction])",Hellas,,Kreikka,,Griechenland,Griekenland,Griekeland,Греция,Grikkland,,Grieķija,,,Grecia,Grécia,Grecia,Grækenland,W#4#1#0#0#16#27#17##0#4*&L#2#1#0#4#8#31#9##0#4*&W#2#2#0#4#12#31#13##0#4*&Y#6#1#0#10#12#45#13##0#4*&H#3#1#0#14#8#49#9##0#4*&H#2#1#0#16#10#51#11##0#4*%£,
25072,,"habit,custom",(activity + usually),YELLOW,"vana, sed",(activity + usually),"vane, sed",,"tapa, käytäntö",,"Gewohnheit, Brauch, Sitte",gewoonte,"gewoonte, manier","привычка, обычай","venja, vani",,"paradums, tradīcija",,,"hábito, costumbre",,,,V#2#1#0#0#12#23#13##0#4*&T#4#1#0#6#8#29#9##0#4*&W#2#1#0#6#8#29#9##0#4*&H#3#1#0#12#8#17#9##0#4*&W#2#1#0#16#12#21#13##0#4*&W#2#2#0#16#8#21#9##0#4*%£,
25073,,Hattifatteners,"(group of + imaginary person + electricity: Literary figures in the Moomin books by Tove Jansson - tall, thin, ghost-like creatures that become electrical during thunderstorms)",BLUE,Hattifnattar,"(group of + imaginary person + electricity: Literary figures in the Moomin books by Tove Jansson - tall, thin, ghost-like creatures that become electrical during thunderstorms)",Hattifnatt,,Hattivatit,,Hatifnatten,Hattifnattar (fantasiefiguur),Hattifatteners,Хатифнатты,Hattipattar,,Hatifnaters,,,Hattifatteners,,,,T#4#1#0#0#12#23#13##0#4*&W#4#1#0#6#8#25#9##0#4*&H#2#1#0#8#4#27#5##0#4*&S#1#1#0#8#8#27#9##0#4*&W#2#2#0#10#4#29#5##0#4*&W#2#1#0#16#12#35#13##0#4*&W#6#2#0#16#8#35#9##0#4*&W#6#2#0#16#12#35#13##0#4*%£,
25074,,Hemulen,(imaginary person + 1 + interest: Literary figures in the Moomin books by Tove Jansson - occupied with one specific interest),BLUE,Hemulen,(imaginary person + 1 + interest: Literary figures in the Moomin books by Tove Jansson - occupied with one specific interest),Hemulen,,Hemuli,,Hemule,Hemulen (fantasiefiguur),Hemulen,Хемули,Hemúllinn,,Hemulens,,,Hemulen,,,,W#4#1#0#0#8#25#9##0#4*&H#2#1#0#2#4#27#5##0#4*&S#1#1#0#2#8#27#9##0#4*&W#2#2#0#4#4#29#5##0#4*&Y#2#1#0#10#12#35#13##0#4*&J#1#1#0#14#8#39#9##0#4*&Y#22#1#0#18#10#45#11##0#4*%£,
25075,,hiccup(s)_(1),(sound + diaphragm) SYMBOL SYNONYM,YELLOW,hicka (1),(sound + diaphragm)  SYMBOL SYNONYM,stønn,,"hikka, nikotus",,Schluckauf (1),hik (zelfst.nw) (1),hik (1),икота (1),hikksti (1),,žagas (1),,,hipo (1),soluço,singhiozzo,hikke,E#1#1#0#0#8#23#9##0#4*&W#2#1#0#0#16#23#17##0#4*&K#1#1#0#6#10#47#11##0#4*&W#2#1#0#6#12#47#13##0#4*&W#2#2#0#6#8#47#9##0#4*&L#1#1#0#12#8#41#9##0#4*&R#2#3#0#14#10#43#11##0#4*%£,
25076,,hiccup(s)_(2),(sound + out_of_body_(upward) + repetition) SYMBOL SYNONYM,YELLOW,hicka (2),(sound + out_of_body_(upward) + repetition)  SYMBOL SYNONYM,hikk,,"hikka, nikotus",,Schluckauf (2),hik (zelfst.nw) (2),hik (2),икота (2),hikksti (2),,žagas (2),,,hipo,soluço,singhiozzo,hikke,E#1#1#0#0#8#23#9##0#4*&W#2#1#0#0#16#23#17##0#4*&K#3#4#0#6#8#33#9##0#4*&W#4#1#0#8#8#35#9##0#4*&W#4#1#0#8#16#35#17##0#4*&F#1#1#0#10#4#37#5##0#4*&K#3#2#0#16#8#43#9##0#4*&W#4#2#0#20#8#47#9##0#4*&W#4#2#0#24#8#51#9##0#4*%£,
25077,,"hide,conceal_(secret)-(to)",(hiding place + action indicator),RED,gömma ,(hiding place + action indicator),gjemme,,"piiloutua, mennä piiloon",,verstecken,"verstoppen, verzwijgen","vel, verberg, weg steek (om te)","прятаться, утаиваться",fela (leyndarmál) (SO),,"noslēpt, noklusēt (noslēpumu)",,,"ocultar (secreto), esconder",esconder-se,nascondere,"skjuler, gemmer, gemme",W#4#1#0#0#16#29#17##0#4*&R#2#3#0#2#14#31#15##0#4*&V#5#1#0#3#4#30#5##0#4*&L#1#1#0#10#8#43#9##0#4*&H#2#1#0#12#10#45#11##0#4*%£,
25078,,hide_and_seek,"(play,game_(in_combinations) + hiding place)",YELLOW,kurragömma,(play_(in_combinations) + hiding place),gjemsel,,piiloleikki,,"Verstecken (Spiel), Versteckspiel ",verstoppertje (spel),wegkruipertjie,игра в прятки,feluleikur,,paslēpes,,,a las escondidas,,nascondino,gemmeleg,V#2#1#0#0#12#13#13##0#4*&B#1#1#0#4#8#17#9##0#4*&W#4#1#0#14#16#29#17##0#4*&R#2#3#0#16#14#31#15##0#4*&L#1#1#0#24#8#43#9##0#4*&H#2#1#0#26#10#45#11##0#4*%£,
25079,,"hiding_place,cache",(place + secret),YELLOW,gömställe,(place + secret),gjemmested,,piilopaikka,,Versteck,verstopplaats,wegkruip plek,"укрытие, убежище",felustaður,,"slēptuve, slēpnis",,,escondite,,,,W#4#1#0#0#16#29#17##0#4*&R#2#3#0#2#14#31#15##0#4*&L#1#1#0#10#8#43#9##0#4*&H#2#1#0#12#10#45#11##0#4*%£,
25081,,"hijack,make_a_coup-(to)","(coup,hijack,takeover + action indicator)",RED,"kapa, kuppa","(coup,hijack,takeover + action indicator)","kapre, kuppe",,"kaapata, kapinoida",,"entführen, (sich an die Macht) putschen",kapen,kaap (om te),"угонять, захватывать","ræna, stela (SO)",,"nolaupīt, aizdzīt",,,"secuestrar, hacer un golpe de estado",,,,J#1#3#0#0#12#7#13##0#4*&F#1#3#0#2#8#9#9##0#4*&V#5#1#0#3#4#20#5##0#4*&W#2#1#0#10#12#17#13##0#4*&Y#22#1#0#16#10#23#11##0#4*&J#1#1#0#18#8#21#9##0#4*&W#2#1#0#26#12#29#13##0#4*&W#5#1#0#28#10#31#11##0#4*&W#5#2#0#28#12#31#13##0#4*%£,
25082,,"hijacker,coup_maker","(person + coup,hijack,takeover)",BLUE,"kapare, kuppmakare","(person + coup,hijack,takeover)",kaprer,,"kaappaaja, kaappari, kapinoija",,Putschist,kaper,kaper,"угонщик, захватчик",ræningi. þjófur ,,"nolaupītājs (-a), aizdzinējs (-a)",,,secuestrador,,,,S#1#1#0#0#8#15#9##0#4*&J#1#3#0#6#12#7#13##0#4*&F#1#3#0#8#8#9#9##0#4*&W#2#1#0#16#12#17#13##0#4*&Y#22#1#0#22#10#23#11##0#4*&J#1#1#0#24#8#21#9##0#4*&W#2#1#0#32#12#29#13##0#4*&W#5#1#0#34#10#31#11##0#4*&W#5#2#0#34#12#31#13##0#4*%£,
25083,,"hold,contain_(2)-(to)","(goods,contents + action indicator)",RED,"innehålla, rymma (2)","(goods,contents + action indicator)","inneholde, romme (2)",,"pitää sisällään, sisältää",,"halten, enthalten (2)","houden, bevatten, vasthouden (2)","hou, bevat (2) (om te)","содержать, размещать (2)",innihalda (SO),,"turēt, saturēt (2)",,,"contiene, contener (2)",segurar,tenere,"rummer, indeholder, holde",J#1#3#0#0#12#31#13##0#4*&L#2#1#0#2#10#33#11##0#4*&V#5#1#0#3#4#36#5##0#4*%£,
